Fila,Nombre,Tipo,Coordenadas
588,Gráfica Rode,UBICACION_COMPARTIDA,"-32.48205, -58.23837"
739,Gestoría Integral,UBICACION_COMPARTIDA,"-32.48203, -58.23829"
924,Alma Vintage,UBICACION_COMPARTIDA,"-32.482, -58.23861"
118,Gimnasio 538 (sede 14 de Julio),UBICACION_COMPARTIDA,"-32.48191, -58.236"
521,Jardin Tribilin,UBICACION_COMPARTIDA,"-32.48217, -58.23611"
130,Hotel | Lourd Mary | Hotel Boutique,UBICACION_COMPARTIDA,"-32.48224, -58.23486"
1168,Ifp Estética,UBICACION_COMPARTIDA,"-32.4820631, -58.2349856"
487,Colegio de Escribanos de Entre Ríos,UBICACION_COMPARTIDA,"-32.48224, -58.2343"
913,Bicicletería BIAGI,UBICACION_COMPARTIDA,"-32.48186, -58.23433"
725,Piticutis,UBICACION_COMPARTIDA,"-32.4822, -58.23349"
1579,The Big-Bang Dance,UBICACION_COMPARTIDA,"-32.481992, -58.233611"
85,Escribania Vallarino,UBICACION_COMPARTIDA,"-32.4822311, -58.2324457"
251,Sumeria sushi,UBICACION_COMPARTIDA,"-32.4822, -58.23269"
482,Escribania Vallarino,UBICACION_COMPARTIDA,"-32.48219, -58.23255"
298,Cedyt SRL,UBICACION_COMPARTIDA,"-32.48187, -58.23187"
377,Centro De Diagnóstico Por Imágenes,UBICACION_COMPARTIDA,"-32.48179, -58.23176"
391,Dra. Silvina Tabarez,UBICACION_COMPARTIDA,"-32.48187, -58.23187"
326,Stormfit Gym,UBICACION_COMPARTIDA,"-32.48215, -58.23159"
696,Dra. María Skerly,UBICACION_COMPARTIDA,"-32.48219, -58.23144"
844,Radio Mitre Concepción del Uruguay 90.5 FM,UBICACION_COMPARTIDA,"-32.4815, -58.23703"
1475,Dra Fernanda George,UBICACION_COMPARTIDA,"-32.4816485, -58.2369664"
17,Gestoria Jenny - Kat,UBICACION_COMPARTIDA,"-32.4813949, -58.2354768"
309,Clínica Bracco,UBICACION_COMPARTIDA,"-32.48148, -58.23568"
737,Gestoría Jenny - Kat,UBICACION_COMPARTIDA,"-32.4815, -58.23543"
1543,ITF - Taekwondo y Boxeo (Prof. David Segura),UBICACION_COMPARTIDA,"-32.481622, -58.235651"
11,Librería Helvetica,UBICACION_COMPARTIDA,"-32.4815833, -58.2326514"
427,Librería Helvetica,UBICACION_COMPARTIDA,"-32.48158, -58.23265"
585,Lavadero Artesanal 'El Santiagueño',UBICACION_COMPARTIDA,"-32.48168, -58.23239"
653,La Fragancia,UBICACION_COMPARTIDA,"-32.48168, -58.23239"
883,Veterinaria La Concepción,UBICACION_COMPARTIDA,"-32.48109, -58.24369"
1292,Service Avenida,UBICACION_COMPARTIDA,"-32.4812157, -58.2436645"
930,Herrería Martín,UBICACION_COMPARTIDA,"-32.48095, -58.24242"
1275,Herrería Martín,UBICACION_COMPARTIDA,"-32.4809507, -58.2424156"
628,Cervecería Tráctor,UBICACION_COMPARTIDA,"-32.48112, -58.23796"
766,Imprenta 9 de Julio,UBICACION_COMPARTIDA,"-32.48101, -58.23794"
1061,Casa Pardo,UBICACION_COMPARTIDA,"-32.48108, -58.23243"
1465,Dr. Francisco Fonseca - Otorrinolaringólogo,UBICACION_COMPARTIDA,"-32.4808118, -58.2322964"
212,Pizza Libre Garden,UBICACION_COMPARTIDA,"-32.4809322, -58.2319199"
519,Creciendo Juntos (Jardín),UBICACION_COMPARTIDA,"-32.48088, -58.23183"
870,ROBERTORLOPEZ Viajes y Turismo,UBICACION_COMPARTIDA,"-32.4811, -58.23203"
530,Escuela Privada N°1 Fila de la Esperanza,UBICACION_COMPARTIDA,"-32.48112, -58.22678"
562,CEF N°3 de Concepción del Uruguay,UBICACION_COMPARTIDA,"-32.48112, -58.22678"
284,Farmacia Entre Ríos,UBICACION_COMPARTIDA,"-32.48073, -58.2336"
1508,Flores de Bach Concepción del Uruguay,UBICACION_COMPARTIDA,"-32.480554, -58.2334895"
32,Estudio Contable Bulay,UBICACION_COMPARTIDA,"-32.480607, -58.232206"
33,Estudio Jurídico Contable Pascal,UBICACION_COMPARTIDA,"-32.4804723, -58.2319875"
601,Much Play,UBICACION_COMPARTIDA,"-32.48048, -58.23206"
455,Remisería Voy!,UBICACION_COMPARTIDA,"-32.48034, -58.22852"
798,Ama Tu Piel - Centro de Bienestar y Estética,UBICACION_COMPARTIDA,"-32.48034, -58.22852"
1395,Mensajería Voy CdelU,UBICACION_COMPARTIDA,"-32.4803427, -58.2285236"
736,New Port English Academy,UBICACION_COMPARTIDA,"-32.48042, -58.2258"
1167,Peluquería Norma del Valle,UBICACION_COMPARTIDA,"-32.4805911, -58.2259901"
56,Mayorista del Puerto,UBICACION_COMPARTIDA,"-32.4802742, -58.22229"
312,Mayorista del Puerto,UBICACION_COMPARTIDA,"-32.48027, -58.22229"
270,Café Saravia,UBICACION_COMPARTIDA,"-32.47981, -58.26288"
297,Consultorios Vita,UBICACION_COMPARTIDA,"-32.47977, -58.26311"
981,Café Saravia,UBICACION_COMPARTIDA,"-32.47981, -58.26288"
1476,Dra. Crespi María Eugenia,UBICACION_COMPARTIDA,"-32.4797705, -58.2631073"
327,Power Gym (Blvd. Yrigoyen),UBICACION_COMPARTIDA,"-32.47998, -58.24989"
824,Taekwondo Chulhaksan,UBICACION_COMPARTIDA,"-32.47995, -58.24991"
892,Farmacia Colón,UBICACION_COMPARTIDA,"-32.48005, -58.25022"
295,Cooperativa Médica Ltda,UBICACION_COMPARTIDA,"-32.47981, -58.23664"
296,Centro Medico,UBICACION_COMPARTIDA,"-32.47978, -58.23644"
337,ALQUIMIA,UBICACION_COMPARTIDA,"-32.47977, -58.23639"
393,Consultorio de Ecografía y Doppler,UBICACION_COMPARTIDA,"-32.47976, -58.2364"
599,CBNutricion,UBICACION_COMPARTIDA,"-32.48025, -58.23662"
605,11 21 Indumentaria Deportiva y más,UBICACION_COMPARTIDA,"-32.48025, -58.23662"
692,Dra. Mariana Rodríguez Tolosa - Dermatóloga,UBICACION_COMPARTIDA,"-32.47978, -58.23651"
887,Farmacia Argachá,UBICACION_COMPARTIDA,"-32.48019, -58.23654"
1017,Pescadería Pez Pollo,UBICACION_COMPARTIDA,"-32.4801, -58.23639"
102,Cine San Martín,UBICACION_COMPARTIDA,"-32.47987, -58.23512"
188,7 Colinas Craft Brewery,UBICACION_COMPARTIDA,"-32.47992, -58.23523"
508,Iglesia Evangelica Congregacional,UBICACION_COMPARTIDA,"-32.48021, -58.2324"
636,El Almacén de Colombo,UBICACION_COMPARTIDA,"-32.48021, -58.2324"
689,Centro Traumatológico Uruguay,UBICACION_COMPARTIDA,"-32.48022, -58.23243"
28,Estudio jurídico y contable Medina Cavallo,UBICACION_COMPARTIDA,"-32.4799431, -58.2238919"
481,Contadores Publicos,UBICACION_COMPARTIDA,"-32.48007, -58.22386"
371,Correo argentino,UBICACION_COMPARTIDA,"-32.4793, -58.26047"
933,Berbentana Motos,UBICACION_COMPARTIDA,"-32.4793, -58.26047"
433,La Esquina Del Seguro,UBICACION_COMPARTIDA,"-32.47937, -58.25831"
1311,Bonnin Lonerías,UBICACION_COMPARTIDA,"-32.4795498, -58.2585053"
499,Barraca Oeste - Corralón,UBICACION_COMPARTIDA,"-32.47941, -58.25706"
558,Vivero La Candelaria,UBICACION_COMPARTIDA,"-32.47941, -58.25706"
638,Maxikiosco ATR,UBICACION_COMPARTIDA,"-32.47941, -58.25706"
675,King Maxikiosco,UBICACION_COMPARTIDA,"-32.47941, -58.25706"
54,LAZARTE SERVICIO MECANICO,UBICACION_COMPARTIDA,"-32.4795697, -58.2530385"
451,LAZARTE SERVICIO MECANICO,UBICACION_COMPARTIDA,"-32.47957, -58.25304"
113,Clínica Veterinaria Dr. Guillermo Artusi,UBICACION_COMPARTIDA,"-32.47937, -58.23653"
1477,Centro de Kinesiología Lic. Ana Emilia Rodríguez,UBICACION_COMPARTIDA,"-32.479642, -58.2366195"
273,Bajo Llave 929,UBICACION_COMPARTIDA,"-32.47945, -58.23593"
1037,Bajo Llave 929,UBICACION_COMPARTIDA,"-32.47945, -58.23593"
733,Integral Center of Kinesiology and Medicine,UBICACION_COMPARTIDA,"-32.47947, -58.23401"
1463,Consultorios Urquiza,UBICACION_COMPARTIDA,"-32.4794976, -58.2340549"
1466,Dr. Roberto H. Caraballo - Neurología y Epilepsia Infantil,UBICACION_COMPARTIDA,"-32.4794663, -58.2341889"
1026,Tio Muza,UBICACION_COMPARTIDA,"-32.47944, -58.22904"
1501,Centro Integral de Psicopedagogía Consciencia y Salud - Lic. Verónica Magni,UBICACION_COMPARTIDA,"-32.4796796, -58.2292151"
283,La Casa del Chef,UBICACION_COMPARTIDA,"-32.4795, -58.22522"
1036,La Casa del Chef,UBICACION_COMPARTIDA,"-32.4795, -58.22522"
335,Salón Parodi,UBICACION_COMPARTIDA,"-32.47942, -58.22446"
954,Maste Taller de Arte y Librería Artística,UBICACION_COMPARTIDA,"-32.47962, -58.22471"
855,Metalúrgica Fagundez,UBICACION_COMPARTIDA,"-32.47914, -58.25966"
1363,Taller De Chapa Y Pintura Cote,UBICACION_COMPARTIDA,"-32.4790928, -58.2594997"
564,Club Atlético Rivadavia,UBICACION_COMPARTIDA,"-32.47893, -58.24776"
1154,Marilú Beauty Space,UBICACION_COMPARTIDA,"-32.4788132, -58.2480518"
0,Vidriería y Ferretería Uruguay,UBICACION_COMPARTIDA,"-32.4792384, -58.2454753"
324,Vidriería y Ferretería Uruguay,UBICACION_COMPARTIDA,"-32.47924, -58.24547"
277,"Pizza Pronto VIP ""Al estilo italiano""",UBICACION_COMPARTIDA,"-32.47891, -58.24417"
281,Heladería Mi Viejo (sucursal Concepción del Uruguay),UBICACION_COMPARTIDA,"-32.47921, -58.24382"
631,Pizza Pronto VIP,UBICACION_COMPARTIDA,"-32.47891, -58.24417"
1003,Heladería Mi Viejo,UBICACION_COMPARTIDA,"-32.47921, -58.24382"
1403,Lavadero de Autos TC Tuning (Polarizados),UBICACION_COMPARTIDA,"-32.478751, -58.2441247"
1434,ElectroRef Baterías,UBICACION_COMPARTIDA,"-32.4788866, -58.2437788"
592,Liberar Móvil,UBICACION_COMPARTIDA,"-32.4792, -58.23407"
873,Cusca Ruca Viajes,UBICACION_COMPARTIDA,"-32.47877, -58.23418"
1380,Saravia Motos,UBICACION_COMPARTIDA,"-32.4789417, -58.2342015"
117,Accion Remises,UBICACION_COMPARTIDA,"-32.47881, -58.23284"
1481,Podólogo Universitario Kevin L. Banchero,UBICACION_COMPARTIDA,"-32.4790455, -58.2331286"
195,Pizza&Love,UBICACION_COMPARTIDA,"-32.47906, -58.22543"
462,Centro Cultural y Ambiental FAUNA,UBICACION_COMPARTIDA,"-32.47924, -58.2253"
213,The Princess Bakery (uso local: 'La Princesita'),UBICACION_COMPARTIDA,"-32.47872, -58.24379"
1441,Estación de Servicio GNC/Nafta/Diesel (Constituyentes y Sartorio),UBICACION_COMPARTIDA,"-32.4783621, -58.2438955"
119,Gimnasio Muscle,UBICACION_COMPARTIDA,"-32.47828, -58.24004"
641,Micael 24 Horas,UBICACION_COMPARTIDA,"-32.47841, -58.24"
1000,Ferrugem,UBICACION_COMPARTIDA,"-32.47825, -58.23987"
157,Heladería Lucero de Concepción del Uruguay,UBICACION_COMPARTIDA,"-32.47817, -58.24393"
894,Farmacia Don Bosco,UBICACION_COMPARTIDA,"-32.47789, -58.24402"
1136,Blessed Barber,UBICACION_COMPARTIDA,"-32.4778307, -58.2417745"
1190,GCA Estética,UBICACION_COMPARTIDA,"-32.4777822, -58.2417765"
114,ATP Veterinaria,UBICACION_COMPARTIDA,"-32.47802, -58.23849"
565,Club Regatas Uruguay,UBICACION_COMPARTIDA,"-32.47818, -58.2387"
665,Rincón de las Ofertas,UBICACION_COMPARTIDA,"-32.47818, -58.2387"
292,Farmacia Yrigoyen,UBICACION_COMPARTIDA,"-32.47786, -58.23763"
388,Dr. Fabio Azario,UBICACION_COMPARTIDA,"-32.47783, -58.23736"
812,Ferrari Vidrios,UBICACION_COMPARTIDA,"-32.47787, -58.23757"
1149,Spa de Uñas,UBICACION_COMPARTIDA,"-32.4778179, -58.2372766"
1548,Popi Pádel,UBICACION_COMPARTIDA,"-32.478176, -58.237672"
646,Dietética y Regionales,UBICACION_COMPARTIDA,"-32.47789, -58.23701"
1058,La Cuadra Cafetería y Confitería,UBICACION_COMPARTIDA,"-32.47777, -58.23711"
748,Pizzeria De Otro Planeta,UBICACION_COMPARTIDA,"-32.47753, -58.25202"
1455,TRebord Motorepuestos,UBICACION_COMPARTIDA,"-32.4773971, -58.2520565"
258,'La sorrentina' casa de pastas,UBICACION_COMPARTIDA,"-32.4773, -58.2348"
630,Pizzería Pizza's,UBICACION_COMPARTIDA,"-32.47748, -58.23516"
704,Rotisería Betty,UBICACION_COMPARTIDA,"-32.47752, -58.23485"
718,Verdulería Punto Fresco (Yrigoyen),UBICACION_COMPARTIDA,"-32.47758, -58.23522"
79,Estudio jurídico Vela & Asociados,UBICACION_COMPARTIDA,"-32.4777287, -58.2345537"
266,OTRA HISTORIA BAR,UBICACION_COMPARTIDA,"-32.47767, -58.2344"
972,OTRA HISTORIA BAR,UBICACION_COMPARTIDA,"-32.47767, -58.2344"
1298,Quintero Vidrios,UBICACION_COMPARTIDA,"-32.4775252, -58.2332924"
1301,Roly Vidrios,UBICACION_COMPARTIDA,"-32.4775252, -58.2332924"
1166,Norma Estilista Unisex,UBICACION_COMPARTIDA,"-32.4775213, -58.2276908"
1520,MAP Entrenamientos,UBICACION_COMPARTIDA,"-32.477449, -58.227717"
279,Víctor S. Cocina,UBICACION_COMPARTIDA,"-32.47698, -58.23288"
1023,Víctor S. Cocina,UBICACION_COMPARTIDA,"-32.47698, -58.23288"
189,Panadería Panettone,UBICACION_COMPARTIDA,"-32.4772, -58.23166"
232,Grido helado,UBICACION_COMPARTIDA,"-32.47715, -58.23153"
271,La Carmela,UBICACION_COMPARTIDA,"-32.47688, -58.22977"
1013,La Carmela,UBICACION_COMPARTIDA,"-32.47688, -58.22977"
578,Cerrajería Automotor Boxer,UBICACION_COMPARTIDA,"-32.47652, -58.24743"
706,La cocina de Andrea,UBICACION_COMPARTIDA,"-32.47652, -58.24743"
846,Animal FM 100.7,UBICACION_COMPARTIDA,"-32.47661, -58.227"
1181,My Glow Centro de Estetica,UBICACION_COMPARTIDA,"-32.4764533, -58.2270064"
4,Ferretería LOS ROLHA,UBICACION_COMPARTIDA,"-32.4759077, -58.2545307"
319,Ferretería LOS ROLHA,UBICACION_COMPARTIDA,"-32.47591, -58.25453"
2,Corralón y Ferreteria Burmer,UBICACION_COMPARTIDA,"-32.4753545, -58.2488224"
809,Corralón y Ferretería Burmer,UBICACION_COMPARTIDA,"-32.47536, -58.24882"
147,Western Union,UBICACION_COMPARTIDA,"-32.47535, -58.24"
517,Parroquia Santa Teresita,UBICACION_COMPARTIDA,"-32.47526, -58.24021"
833,Gimnasio Chacabuco,UBICACION_COMPARTIDA,"-32.47569, -58.23991"
1314,Mis Cortinas C del U,UBICACION_COMPARTIDA,"-32.4749194, -58.247279"
1398,Fletes y Mudanzas El Gato,UBICACION_COMPARTIDA,"-32.4750222, -58.247501"
497,Corralon y Ferreteria Casa Roque,UBICACION_COMPARTIDA,"-32.47473, -58.27378"
712,Carnicería El Gauchito,UBICACION_COMPARTIDA,"-32.47473, -58.27378"
1376,Taller de Motos El Taller del Papu,UBICACION_COMPARTIDA,"-32.473345, -58.2622854"
1382,Taller de Motos M.M Motos,UBICACION_COMPARTIDA,"-32.4737118, -58.2627478"
44,Nexo Negocios Inmobiliarios,UBICACION_COMPARTIDA,"-32.4731985, -58.263954"
806,Nexo Negocios Inmobiliarios,UBICACION_COMPARTIDA,"-32.4732, -58.26395"
340,Estética Maricel,UBICACION_COMPARTIDA,"-32.4692, -58.2492"
1262,Servicio Electrico Integral MR,UBICACION_COMPARTIDA,"-32.4690025, -58.2490224"
639,Autoservicio La Tradición,UBICACION_COMPARTIDA,"-32.46735, -58.24898"
741,Margus Service Mechanic,UBICACION_COMPARTIDA,"-32.46735, -58.24898"
355,Termas Concepción de Entre Ríos,UBICACION_COMPARTIDA,"-32.45078, -58.29279"
1049,Termas Concepción de Entre Ríos,UBICACION_COMPARTIDA,"-32.45078, -58.29279"
